period_id,gl_account_id,value_type_id,amount
5,26,1,5143.885975
6,26,1,4336.524422
7,26,1,4695.568267
8,26,1,5049.309059
9,26,1,4628.83136
10,26,1,4706.102688
11,26,1,4700.107778
12,26,1,4834.701633
13,26,1,4518.582014
14,26,1,4796.52474
15,26,1,4921.54026
16,26,1,5173.236817
17,26,1,4939.335858
18,26,1,4848.652836
19,26,1,4632.801579
20,26,1,5298.733515
21,26,1,4821.578283
22,26,1,4685.29899
23,26,1,5038.984153
24,26,1,4649.86326
25,26,1,4843.165909
26,26,1,5089.213701
27,26,1,4814.904988
28,26,1,4866.09174
29,26,1,4788.480778
30,26,1,5639.95077
31,26,1,5587.21398
32,26,1,4877.075466
33,26,1,4960.471697
34,26,1,5207.638813
35,26,1,4919.890785
36,26,1,5490.043345
1,27,1,0
2,27,1,0
3,27,1,0
4,27,1,0
5,27,1,0
6,27,1,0
7,27,1,0
8,27,1,0
9,27,1,0
10,27,1,0
11,27,1,0
12,27,1,0
13,27,1,0
14,27,1,0
15,27,1,0
16,27,1,0
17,27,1,0
18,27,1,0
19,27,1,0
20,27,1,0
21,27,1,0
22,27,1,0
23,27,1,0
24,27,1,0
25,27,1,0
26,27,1,0
27,27,1,0
28,27,1,0
29,27,1,0
30,27,1,0
31,27,1,0
32,27,1,0
33,27,1,0
34,27,1,0
35,27,1,0
36,27,1,0
1,29,1,58929.54262
2,29,1,52430.54846
3,29,1,57592.59694
4,29,1,58310.41526
5,29,1,53824.32215
6,29,1,51281.85846
7,29,1,50726.12832
8,29,1,58266.24251
9,29,1,59715.68216
10,29,1,51557.90692
11,29,1,60289.84289
12,29,1,53263.76793
13,29,1,61304.09415
14,29,1,58831.132
15,29,1,53442.48523
16,29,1,59363.47694
17,29,1,56873.79987
18,29,1,57612.49848
19,29,1,63140.39984
20,29,1,56934.9466
21,29,1,63909.21324
22,29,1,62091.15284
23,29,1,59012.81911
24,29,1,55724.55677
25,29,1,64310.5425
26,29,1,55799.05763
27,29,1,63528.59521
28,29,1,59789.6817
29,29,1,61368.6482
30,29,1,63044.39727
31,29,1,67706.3377
32,29,1,58272.16164
33,29,1,56297.13139
34,29,1,59190.10938
35,29,1,62779.04664
36,29,1,63416.27291
1,30,1,11802.55698
2,30,1,11255.73009
3,30,1,11543.75478
4,30,1,10143.43881
5,30,1,10916.3221
6,30,1,10940.47649
7,30,1,11649.80007
8,30,1,12001.0431
9,30,1,11514.66946
10,30,1,9950.053406
11,30,1,10510.75421
12,30,1,9863.234059
13,30,1,11684.03554
14,30,1,10942.83398
15,30,1,11015.61082
16,30,1,12504.53555
17,30,1,12140.76509
18,30,1,10432.15309
19,30,1,11154.90257
20,30,1,10751.64367
21,30,1,10696.98622
22,30,1,11714.45937
23,30,1,10421.54068
24,30,1,10691.19447
25,30,1,10943.83902
26,30,1,13231.48102
27,30,1,12591.48799
28,30,1,12139.21044
29,30,1,11155.92227
30,30,1,11165.88313
31,30,1,11436.44501
32,30,1,11128.18605
33,30,1,12563.86692
34,30,1,11032.88089
35,30,1,11357.16016
36,30,1,11233.72056
